elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,point_vector
14620,5,12,316,2,2,6,5,0,15,2,1,160,156,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.187,1.273,1,123,5,1,0,2
14648,5,12,317,2,2,6,5,0,30,2,2,160,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.474,9.023,3,102,2,2,2,2
14689,5,12,318,2,2,6,5,0,40,2,2,161,157,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.534,11.782,4,128,2,1,1,1
14731,5,12,319,2,2,6,5,15,40,2,1,161,158,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967,0.821,1,112,5,1,0,2
14762,5,13,320,2,2,6,6,0,0,1,1,162,158,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.313,9.043,3,104,5,2,2,1
14788,5,13,321,2,2,6,6,1,0,2,1,162,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.803,8.658,1,122,5,1,2,2
14823,5,13,322,2,2,6,6,1,1,2,1,163,159,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,32.364,25.969,10,113,5,1,2,1
14868,5,13,323,2,2,6,6,2,1,1,2,164,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.928,27.471,7,86,2,2,1,1
14916,5,13,324,2,2,6,6,3,1,1,2,165,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.476,10.828,3,91,3,2,1,1
14960,5,13,325,2,2,6,6,4,1,2,2,165,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.802,3.115,1,100,5,2,2,2
15033,5,13,326,2,2,6,6,4,2,2,2,166,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.264,7.364,2,98,2,2,1,1
15078,5,13,327,2,2,6,6,5,2,1,1,167,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.27,15.837,5,117,2,2,2,1
15118,5,13,328,2,2,6,6,6,2,1,1,167,161,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.355,4.719,2,108,5,1,1,2
15152,5,13,329,2,2,6,6,6,3,2,1,167,162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.547,13.661,3,120,4,2,2,2
15194,5,13,330,2,2,6,6,6,4,2,2,167,163,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.388,9.775,3,110,3,2,2,2
15236,5,13,331,2,2,6,6,6,5,1,1,168,163,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,46.295,44.742,13,122,1,2,1,1
15315,5,13,332,2,2,6,6,7,5,1,1,169,163,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.284,48.393,7,127,4,1,2,1
15420,5,13,333,2,2,6,6,8,5,2,2,169,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.384,21.663,7,97,3,2,2,2
15472,5,13,334,2,2,6,6,8,6,2,1,169,165,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.726,17.565,5,129,4,2,2,2
15509,5,13,335,2,2,6,6,8,7,1,2,169,166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.85,18.14,2,87,4,2,2,2
15552,5,13,336,2,2,6,6,8,8,1,1,169,167,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
15596,5,13,337,2,2,6,6,8,9,2,2,169,168,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.841,19.918,5,97,5,1,2,2
0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.431,15.414,3,123,2,2,2,1
21,1,1,2,0,0,0,0,15,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.582,8.545,3,0,4,2,2,1
41,1,1,3,0,0,0,0,30,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.989,10.337,2,88,2,2,1,2
71,1,1,4,0,0,0,0,30,15,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.464,6.812,1,90,3,2,1,1
99,1,1,5,0,0,0,0,40,15,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.772,9.738,2,101,3,2,2,2
124,1,1,6,0,0,0,0,40,30,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.594,6.557,1,121,3,1,0,1
187,1,2,7,0,0,1,0,0,0,2,2,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.558,20.562,6,93,4,2,2,1
229,1,2,8,0,0,1,0,15,0,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.275,5.752,1,111,3,2,1,2
270,1,2,9,0,0,1,0,15,15,2,1,6,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.465,39.343,10,118,3,2,2,1
320,1,2,10,0,0,1,0,30,15,2,2,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.553,17.717,4,86,5,2,2,1
367,1,2,11,0,0,1,0,40,15,2,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.25,6.381,1,105,5,1,1,2
397,1,2,12,0,0,1,0,40,30,2,2,7,5,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,19.078,11.126,3,88,5,1,0,2
436,1,2,13,0,0,1,0,40,40,2,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.263,66.178,15,97,3,2,1,2
504,1,2,14,0,0,1,0,40,41,2,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.397,13.273,1,118,5,2,2,2
538,1,3,15,0,0,1,1,0,0,1,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.352,8.612,1,123,4,1,2,1
556,1,3,16,0,0,1,1,15,0,1,2,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.912,9.81,2,89,1,2,1,2
582,1,3,17,0,0,1,1,15,15,1,2,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,9.22,2,104,3,2,1,2
608,1,3,18,0,0,1,1,15,30,1,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.808,13.2,2,89,3,2,2,2
640,1,3,19,0,0,1,1,15,40,1,2,9,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,31.083,38.099,7,95,1,2,2,1
682,1,3,20,0,0,1,1,30,40,1,2,9,11,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,25.96,28.898,10,121,4,1,2,2
806,1,4,21,0,0,1,2,0,0,2,1,10,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.906,5.755,2,119,5,1,1,1
829,1,4,22,0,0,1,2,15,0,2,1,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.063,5.037,1,121,4,2,1,2
855,1,4,23,0,0,1,2,15,15,2,1,10,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.276,9.059,1,110,3,2,2,2
883,1,4,24,0,0,1,2,15,30,2,2,10,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.421,9.907,1,84,5,1,1,2
917,1,4,25,0,0,1,2,15,40,2,1,10,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.64,20.108,5,123,4,2,1,2
956,1,5,26,0,0,1,3,0,0,1,1,11,15,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16.717,25.903,5,108,5,1,2,1
986,1,5,27,0,0,1,3,15,0,1,2,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157,5.886,1,102,4,2,1,1
1010,1,5,28,0,0,1,3,30,0,1,1,12,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.792,11.934,2,107,5,1,2,2
1027,1,5,29,0,0,1,3,30,15,1,1,13,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,76.317,80.367,19,125,4,2,2,1
1083,1,5,30,0,0,1,3,40,15,1,2,13,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.118,23.309,6,94,4,2,2,2
1116,1,5,31,0,0,1,3,40,30,1,1,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.927,9.444,2,116,3,2,1,2
1137,1,5,32,0,0,1,3,40,40,1,1,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.417,7.556,1,122,4,1,1,1
1152,1,5,33,0,0,1,3,41,40,1,1,14,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.813,8.407,2,117,4,2,2,2
1174,1,5,34,0,0,1,3,40,40,1,1,15,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.617,39.731,9,113,3,2,1,1
1213,1,5,35,0,0,1,3,41,40,1,1,16,19,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.917,13.075,3,122,5,1,2,1
1332,1,6,36,0,0,2,3,0,0,2,1,16,20,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24.208,14.012,5,110,5,1,0,2
1364,1,6,37,0,0,2,3,0,15,2,1,17,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.42,18.589,4,123,4,2,1,1
1396,1,6,38,0,0,2,3,15,15,2,1,17,21,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22.331,18.812,5,117,5,1,2,2
1432,1,6,39,0,0,2,3,15,30,2,2,18,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.33,23.317,6,88,1,2,2,1
1365,1,6,40,0,0,2,3,30,30,2,1,18,22,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.964,10.629,3,116,5,1,0,2
1396,1,6,41,0,0,2,3,30,40,2,1,18,23,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23.736,21.002,3,119,5,1,2,2
1428,1,7,42,0,0,2,4,0,0,1,1,19,23,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.521,35.198,5,112,5,1,1,1
1579,1,7,43,0,0,2,4,15,0,1,1,19,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.327,14.963,2,122,4,2,1,2
1598,1,7,44,0,0,2,4,15,15,1,1,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.154,30.927,8,122,4,2,1,2
1629,1,7,45,0,0,2,4,15,30,1,1,20,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.738,25.54,7,112,4,2,2,1
1662,1,7,46,0,0,2,4,30,30,1,1,21,25,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.272,30.431,5,108,3,2,1,1
1693,1,7,47,0,0,2,4,40,30,1,1,22,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.468,6.151,1,127,4,1,2,1
1804,1,8,48,0,0,3,4,0,0,2,1,23,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.374,8.558,2,115,5,2,1,1
1850,1,8,49,0,0,3,4,15,0,2,1,23,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.505,24.934,3,121,5,1,2,2
1883,1,8,50,0,0,3,4,15,15,2,1,23,27,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.398,14.112,3,122,4,1,2,2
1914,1,8,51,0,0,3,4,15,30,2,2,23,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.067,16.072,5,91,3,2,0,2
1965,1,8,52,0,0,3,4,15,40,2,1,23,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.071,6.051,1,126,4,2,2,2
1990,1,9,53,0,0,3,5,0,0,1,1,23,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.466,24.562,4,121,4,2,1,2
2011,1,9,54,0,0,3,5,0,15,1,1,24,30,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.705,8.806,3,116,2,2,1,1
2031,1,9,55,0,0,3,5,15,15,1,1,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.896,4.249,1,108,3,2,1,1
2048,1,9,56,0,0,3,5,30,15,1,1,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.608,7.499,1,116,3,2,0,1
2066,1,9,57,0,0,3,5,40,15,1,1,27,30,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.042,39.986,9,114,5,1,1,1
2179,1,10,58,0,0,4,5,0,0,2,1,27,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.933,0.758,1,117,5,2,0,2
2205,1,10,59,0,0,4,5,0,15,2,2,27,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.804,14.891,3,86,3,1,1,2
2244,1,10,60,0,0,4,5,0,30,2,1,27,33,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.807,9.787,3,119,4,2,0,2
2273,1,10,61,0,0,4,5,0,40,2,2,27,34,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.312,5.936,1,91,3,2,1,2
2418,2,1,62,0,1,0,0,0,0,1,2,27,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.009,7.382,2,91,2,2,2,2
2446,2,1,63,0,1,0,0,0,15,1,1,28,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19.113,24.327,5,119,3,2,2,1
2470,2,1,64,0,1,0,0,15,15,1,1,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.283,20.9,5,107,3,2,1,1
2492,2,1,65,0,1,0,0,30,15,1,1,30,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.672,13.474,3,121,4,2,2,1
2512,2,1,66,0,1,0,0,40,15,1,2,30,36,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25.642,33.28,8,103,1,2,1,2
2552,2,1,67,0,1,0,0,40,30,1,1,30,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.317,30.675,8,118,4,2,2,2
2583,2,1,68,0,1,0,0,40,40,1,1,31,37,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.676,13.883,5,117,3,2,0,1
2608,2,1,69,0,1,0,0,41,40,1,1,32,37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.895,8.964,1,122,4,2,2,1
2673,2,2,70,0,1,1,0,0,0,2,1,33,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.371,7.612,2,117,5,2,2,1
2701,2,2,71,0,1,1,0,15,0,2,2,33,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.014,25.19,7,85,3,2,2,2
2751,2,2,72,0,1,1,0,15,15,2,1,33,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.699,9.696,1,118,5,1,2,2
2778,2,2,73,0,1,1,0,15,30,2,2,33,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.27,41.417,11,87,1,2,2,2
2835,2,2,74,0,1,1,0,15,40,2,2,34,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.274,25.415,6,102,3,2,1,1
2887,2,2,75,0,1,1,0,30,40,2,1,34,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.403,70.197,19,122,3,2,1,2
2962,2,3,76,0,1,1,1,0,0,1,1,34,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.046,10.073,2,111,5,2,2,2
2982,2,3,77,0,1,1,1,0,15,1,1,35,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.75,13.811,3,117,3,2,1,1
3005,2,3,78,0,1,1,1,15,15,1,1,35,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.655,27.214,6,121,5,2,1,2
3033,2,3,79,0,1,1,1,15,30,1,1,36,43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.65,35.965,5,123,5,1,0,1
3072,2,3,80,0,1,1,1,30,30,1,2,36,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.962,24.076,6,102,1,2,2,2
3107,2,3,81,0,1,1,1,30,40,1,1,37,44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.883,0.996,1,124,5,1,0,1
3130,2,3,82,0,1,1,1,40,40,1,1,38,44,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.164,25.281,5,111,5,1,2,1
3156,2,3,83,0,1,1,1,41,40,1,1,39,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,46.853,44.608,11,116,4,2,1,1
3286,2,4,84,0,1,2,1,0,0,2,1,40,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.064,12.414,2,120,5,1,1,1
3316,2,4,85,0,1,2,1,15,0,2,2,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.549,127.983,34,87,3,1,1,1
3416,2,4,86,0,1,2,1,30,0,2,1,42,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.738,10.141,2,112,5,1,2,1
3449,2,4,87,0,1,2,1,40,0,2,2,43,44,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,5.675,6.345,0,0,5,1,0,1
3493,2,5,88,0,1,3,1,0,0,1,1,44,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.282,13.984,3,121,4,2,2,1
3515,2,5,89,0,1,3,1,15,0,1,1,44,45,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.015,14.767,4,122,5,1,0,2
3537,2,5,90,0,1,3,1,15,15,1,2,45,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44.124,45.264,13,106,3,2,2,1
3584,2,5,91,0,1,3,1,30,15,1,1,45,46,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13.365,11.518,2,120,4,2,2,2
3611,2,5,92,0,1,3,1,30,30,1,1,45,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.219,16.108,4,125,4,2,1,2
3636,2,5,93,0,1,3,1,30,40,1,1,46,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33.852,31.331,9,126,2,2,2,1
3672,2,5,94,0,1,3,1,40,40,1,2,47,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.763,0.93,7,100,5,1,0,1
3721,2,5,95,0,1,3,1,41,40,1,2,48,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.756,7.161,1,95,3,2,2,1
3845,2,6,96,0,1,4,1,0,0,2,1,48,48,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.796,9.49,3,107,5,1,0,2
3871,2,6,97,0,1,4,1,0,15,2,1,48,49,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.819,9.544,3,112,5,1,0,2
3901,2,6,98,0,1,4,1,0,30,2,2,49,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.638,6.388,2,95,2,1,2,1
3946,2,6,99,0,1,4,1,15,30,2,1,49,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.388,7.654,1,99,5,1,2,2
3971,2,6,100,0,1,4,1,15,40,2,1,49,51,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.032,13.496,3,120,2,2,1,2
4021,2,7,101,0,1,4,2,0,0,1,1,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.813,18.791,3,119,4,2,2,1
4045,2,7,102,0,1,4,2,15,0,1,2,50,52,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.872,8.54,0,0,4,1,2,2
4068,2,7,103,0,1,4,2,15,15,1,1,51,52,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.537,20.932,3,112,5,2,2,1
4092,2,7,104,0,1,4,2,30,15,1,1,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.511,11.178,1,120,5,2,1,1
4110,2,7,105,0,1,4,2,40,15,1,2,53,52,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10.857,12.427,3,96,4,2,2,1
4249,2,8,106,0,1,5,2,0,0,2,2,53,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.626,14.534,3,98,5,1,2,2
4293,2,8,107,0,1,5,2,0,15,2,2,53,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.419,5.245,1,96,1,2,1,2
4329,2,8,108,0,1,5,2,0,30,2,1,53,55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,1.25,1,123,4,2,0,2
4355,2,8,109,0,1,5,2,0,40,2,1,54,55,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.456,6.567,2,119,4,2,1,1
4380,2,8,110,0,1,5,2,15,40,2,2,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.974,18.07,4,110,5,2,1,1
4443,2,8,111,0,1,5,2,30,40,2,1,55,56,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.79,7.92,1,121,5,2,2,2
4481,2,9,112,0,1,5,3,0,0,1,1,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.919,8.952,1,111,5,1,1,1
4497,2,9,113,0,1,5,3,15,0,1,1,57,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.445,17.745,3,122,4,2,1,1
4521,2,9,114,0,1,5,3,30,0,1,1,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.766,6.661,2,111,5,1,0,2
4538,2,9,115,0,1,5,3,30,15,1,2,57,58,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,65.286,59.778,14,88,1,2,2,2
4617,2,9,116,0,1,5,3,30,30,1,1,58,58,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901,0.814,1,127,4,2,0,1
4637,2,9,117,0,1,5,3,40,30,1,1,59,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.476,9.265,3,123,5,1,2,1
4794,3,1,118,1,1,0,0,0,0,2,1,60,58,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13.339,16.005,2,116,4,1,0,1
4826,3,1,119,1,1,0,0,15,0,2,2,61,58,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12.631,7.575,2,85,5,2,2,1
4872,3,1,120,1,1,0,0,30,0,2,1,61,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.4,18.464,5,113,3,2,1,2
4906,3,1,121,1,1,0,0,30,15,2,2,62,59,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.427,30.195,8,82,3,2,2,1
4986,3,1,122,1,1,0,0,40,15,2,2,63,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,49.584,42.203,12,94,3,2,2,1
4956,3,2,123,1,1,1,0,0,0,1,2,64,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.333,75.495,21,102,5,1,1,1
5019,3,2,124,1,1,1,0,15,0,1,1,65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.422,8.137,1,120,5,1,2,1
5039,3,2,125,1,1,1,0,30,0,1,1,66,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.221,29.26,7,118,5,2,2,1
5187,3,2,126,1,1,1,0,40,0,1,1,67,59,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.324,13.071,3,120,2,2,2,1
5251,3,3,127,1,1,2,0,0,0,2,1,68,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483,1.284,2,0,1,1,0,1
5282,3,3,128,1,1,2,0,15,0,2,1,68,60,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.519,11.179,3,109,5,1,0,2
5317,3,3,129,1,1,2,0,15,15,2,1,68,61,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.52,10.857,3,77,3,2,0,2
